日付,銘柄名,コード,業種,TOPIXに占める個別銘柄のウェイト,ニューインデックス区分,調整係数対象銘柄
20211130,キング,8118,繊維製品,0.00%,TOPIX Small 2,○
20211130,ワキタ,8125,卸売業,0.01%,TOPIX Small 2,
20211130,ヤマトインター,8127,繊維製品,0.00%,TOPIX Small 2,
20211130,東邦ＨＤ,8129,卸売業,0.02%,TOPIX Mid400,
20211130,サンゲツ,8130,卸売業,0.02%,TOPIX Small 1,
20211130,ミツウロコＧＨＤ,8131,卸売業,0.01%,TOPIX Small 2,○
20211130,シナネンＨＤ,8132,卸売業,0.00%,TOPIX Small 2,
20211130,エネクス,8133,卸売業,0.01%,TOPIX Small 1,
20211130,サンリオ,8136,卸売業,0.03%,TOPIX Mid400,
20211130,サンワテクノス,8137,卸売業,0.00%,TOPIX Small 2,
20211130,リョーサン,8140,卸売業,0.01%,TOPIX Small 1,
20211130,新光商,8141,卸売業,0.00%,TOPIX Small 2,
20211130,トーホー,8142,卸売業,0.00%,TOPIX Small 2,
20211130,三信電気,8150,卸売業,0.00%,TOPIX Small 2,
20211130,東陽テクニカ,8151,卸売業,0.00%,TOPIX Small 2,
20211130,モスフード,8153,卸売業,0.01%,TOPIX Small 1,
20211130,加賀電子,8154,卸売業,0.01%,TOPIX Small 1,
20211130,三益半導,8155,金属製品,0.01%,TOPIX Small 1,
20211130,都築電気,8157,情報・通信業,0.00%,TOPIX Small 2,
20211130,ソーダニッカ,8158,卸売業,0.00%,TOPIX Small 2,
20211130,立花エレ,8159,卸売業,0.00%,TOPIX Small 2,○
20211130,木曽路,8160,小売業,0.01%,TOPIX Small 1,
20211130,ＳＲＳＨＤ,8163,小売業,0.00%,TOPIX Small 2,○
20211130,千趣会,8165,小売業,0.00%,TOPIX Small 2,
20211130,タカキュー,8166,小売業,0.00%,TOPIX Small 2,
20211130,リテールパートナーズ,8167,小売業,0.01%,TOPIX Small 1,○
20211130,ケーヨー,8168,小売業,0.01%,TOPIX Small 1,
20211130,上新電,8173,小売業,0.01%,TOPIX Small 2,
20211130,日瓦斯,8174,小売業,0.03%,TOPIX Small 1,
20211130,ロイヤルＨＤ,8179,小売業,0.01%,TOPIX Small 1,
20211130,東天紅,8181,小売業,0.00%,TOPIX Small 2,
20211130,いなげや,8182,小売業,0.01%,TOPIX Small 2,○
20211130,チヨダ,8185,小売業,0.00%,TOPIX Small 2,
20211130,ライフコーポ,8194,小売業,0.01%,TOPIX Small 1,
20211130,リンガーハット,8200,小売業,0.01%,TOPIX Small 1,
20211130,ＭｒＭａｘＨＤ,8203,小売業,0.00%,TOPIX Small 2,
20211130,テンアライド,8207,小売業,0.00%,TOPIX Small 2,
20211130,ＡＯＫＩ　ＨＤ,8214,小売業,0.00%,TOPIX Small 1,
20211130,オークワ,8217,小売業,0.01%,TOPIX Small 2,
20211130,コメリ,8218,小売業,0.01%,TOPIX Small 1,
20211130,青山商,8219,小売業,0.01%,TOPIX Small 1,
20211130,しまむら,8227,小売業,0.04%,TOPIX Mid400,
20211130,はせがわ,8230,小売業,0.00%,TOPIX Small 2,
20211130,高島屋,8233,小売業,0.03%,TOPIX Mid400,
20211130,松屋,8237,小売業,0.01%,TOPIX Small 2,
20211130,Ｈ２Ｏリテイル,8242,小売業,0.01%,TOPIX Small 1,
20211130,近鉄百貨店,8244,小売業,0.00%,TOPIX Small 2,○
20211130,丸井Ｇ,8252,小売業,0.07%,TOPIX Mid400,
20211130,クレセゾン,8253,その他金融業,0.03%,TOPIX Mid400,
20211130,アクシアル,8255,小売業,0.01%,TOPIX Small 2,○
20211130,井筒屋,8260,小売業,0.00%,TOPIX Small 2,
20211130,イオン,8267,小売業,0.38%,TOPIX Large70,
20211130,イズミ,8273,小売業,0.02%,TOPIX Mid400,
20211130,フォーバル,8275,卸売業,0.00%,TOPIX Small 2,
20211130,平和堂,8276,小売業,0.01%,TOPIX Small 1,
20211130,フジ,8278,小売業,0.01%,TOPIX Small 2,
20211130,ヤオコー,8279,小売業,0.03%,TOPIX Mid400,
20211130,ゼビオＨＤ,8281,小売業,0.00%,TOPIX Small 1,
20211130,ケーズＨＤ,8282,小売業,0.04%,TOPIX Mid400,
20211130,ＰＡＬＴＡＣ,8283,卸売業,0.02%,TOPIX Mid400,
20211130,三谷産業,8285,卸売業,0.00%,TOPIX Small 2,○
20211130,ＯｌｙｍｐｉｃＧ,8289,小売業,0.00%,TOPIX Small 2,
20211130,日産東ＨＤ,8291,小売業,0.00%,TOPIX Small 2,
20211130,新生銀,8303,銀行業,0.05%,TOPIX Mid400,
20211130,あおぞら,8304,銀行業,0.05%,TOPIX Mid400,
20211130,三菱ＵＦＪ,8306,銀行業,1.44%,TOPIX Core30,
20211130,りそなＨＤ,8308,銀行業,0.18%,TOPIX Large70,
20211130,三住トラスト,8309,銀行業,0.25%,TOPIX Large70,
20211130,三井住友,8316,銀行業,0.96%,TOPIX Core30,
20211130,千葉銀,8331,銀行業,0.08%,TOPIX Mid400,
20211130,群馬銀,8334,銀行業,0.02%,TOPIX Mid400,
20211130,武蔵野銀,8336,銀行業,0.01%,TOPIX Small 1,
20211130,千葉興銀,8337,銀行業,0.00%,TOPIX Small 2,
20211130,筑波銀行,8338,銀行業,0.00%,TOPIX Small 2,
20211130,七十七銀,8341,銀行業,0.01%,TOPIX Small 1,
20211130,青森銀,8342,銀行業,0.00%,TOPIX Small 2,○
20211130,秋田銀,8343,銀行業,0.00%,TOPIX Small 2,○
20211130,山形銀,8344,銀行業,0.00%,TOPIX Small 2,○
20211130,岩手銀,8345,銀行業,0.00%,TOPIX Small 2,○
20211130,東邦銀,8346,銀行業,0.01%,TOPIX Small 2,○
20211130,東北銀,8349,銀行業,0.00%,TOPIX Small 2,
20211130,みち銀,8350,銀行業,0.00%,TOPIX Small 2,○
20211130,ふくおか,8354,銀行業,0.06%,TOPIX Mid400,
20211130,静岡銀,8355,銀行業,0.07%,TOPIX Mid400,
20211130,スルガ銀,8358,銀行業,0.02%,TOPIX Small 1,
20211130,八十二銀,8359,銀行業,0.03%,TOPIX Mid400,
20211130,山梨中銀,8360,銀行業,0.00%,TOPIX Small 2,○
20211130,大垣銀,8361,銀行業,0.01%,TOPIX Small 1,
20211130,福井銀,8362,銀行業,0.00%,TOPIX Small 2,○
20211130,清水銀,8364,銀行業,0.00%,TOPIX Small 2,○
20211130,富山銀行,8365,銀行業,0.00%,TOPIX Small 2,○
20211130,滋賀銀,8366,銀行業,0.01%,TOPIX Small 1,○
20211130,南都銀,8367,銀行業,0.01%,TOPIX Small 1,
20211130,百五銀,8368,銀行業,0.01%,TOPIX Small 2,○
20211130,京都銀,8369,銀行業,0.06%,TOPIX Mid400,
20211130,紀陽銀行,8370,銀行業,0.02%,TOPIX Small 1,
20211130,ほくほく,8377,銀行業,0.02%,TOPIX Mid400,
20211130,山陰合銀,8381,銀行業,0.01%,TOPIX Small 1,○
20211130,中国銀,8382,銀行業,0.02%,TOPIX Mid400,
20211130,鳥取銀,8383,銀行業,0.00%,TOPIX Small 2,○
20211130,伊予銀,8385,銀行業,0.03%,TOPIX Mid400,
20211130,百十四銀,8386,銀行業,0.01%,TOPIX Small 2,○
20211130,四国銀,8387,銀行業,0.00%,TOPIX Small 2,○
20211130,阿波銀,8388,銀行業,0.01%,TOPIX Small 1,○
20211130,大分銀,8392,銀行業,0.00%,TOPIX Small 2,○
20211130,宮崎銀,8393,銀行業,0.00%,TOPIX Small 2,○
20211130,佐賀銀,8395,銀行業,0.00%,TOPIX Small 2,○
20211130,琉球銀,8399,銀行業,0.01%,TOPIX Small 2,
20211130,セブン銀行,8410,銀行業,0.03%,TOPIX Mid400,
20211130,みずほ,8411,銀行業,0.67%,TOPIX Core30,
20211130,高知銀行,8416,銀行業,0.00%,TOPIX Small 2,○
20211130,山口ＦＧ,8418,銀行業,0.03%,TOPIX Mid400,
20211130,芙蓉リース,8424,その他金融業,0.03%,TOPIX Small 1,
20211130,みずほリース,8425,その他金融業,0.02%,TOPIX Small 1,
20211130,東京センチュリー,8439,その他金融業,0.04%,TOPIX Mid400,
20211130,ＳＢＩ,8473,証券、商品先物取引業,0.13%,TOPIX Mid400,
20211130,日証金,8511,その他金融業,0.01%,TOPIX Small 1,
20211130,アイフル,8515,その他金融業,0.02%,TOPIX Small 1,
20211130,アジア投資,8518,証券、商品先物取引業,0.00%,TOPIX Small 2,
20211130,長野銀,8521,銀行業,0.00%,TOPIX Small 2,○
20211130,名古屋銀,8522,銀行業,0.01%,TOPIX Small 2,
20211130,北洋銀行,8524,銀行業,0.01%,TOPIX Small 1,
20211130,愛知銀,8527,銀行業,0.00%,TOPIX Small 2,○
20211130,中京銀,8530,銀行業,0.00%,TOPIX Small 2,○
20211130,大光銀,8537,銀行業,0.00%,TOPIX Small 2,○
20211130,愛媛銀,8541,銀行業,0.00%,TOPIX Small 2,○
20211130,トマト銀,8542,銀行業,0.00%,TOPIX Small 2,○
20211130,京葉銀,8544,銀行業,0.01%,TOPIX Small 2,○
20211130,栃木銀,8550,銀行業,0.00%,TOPIX Small 2,
20211130,北日本銀,8551,銀行業,0.00%,TOPIX Small 2,○
20211130,東和銀,8558,銀行業,0.00%,TOPIX Small 2,
20211130,福島銀,8562,銀行業,0.00%,TOPIX Small 2,
20211130,大東銀,8563,銀行業,0.00%,TOPIX Small 2,
20211130,リコーリース,8566,その他金融業,0.01%,TOPIX Small 1,
20211130,イオンＦＳ,8570,その他金融業,0.02%,TOPIX Mid400,
20211130,アコム,8572,その他金融業,0.02%,TOPIX Mid400,
20211130,ジャックス,8584,その他金融業,0.01%,TOPIX Small 1,
20211130,オリコ,8585,その他金融業,0.01%,TOPIX Small 1,
20211130,オリックス,8591,その他金融業,0.51%,TOPIX Large70,
20211130,三菱ＨＣキャピタル,8593,その他金融業,0.07%,TOPIX Mid400,
20211130,ジャフコ　グループ,8595,証券、商品先物取引業,0.03%,TOPIX Mid400,
20211130,九州リースサービス,8596,その他金融業,0.00%,TOPIX Small 2,○
20211130,トモニＨＤ,8600,銀行業,0.01%,TOPIX Small 2,
20211130,大和証Ｇ,8601,証券、商品先物取引業,0.18%,TOPIX Large70,
20211130,野村,8604,証券、商品先物取引業,0.27%,TOPIX Large70,
20211130,岡三,8609,証券、商品先物取引業,0.01%,TOPIX Small 1,
20211130,丸三証,8613,証券、商品先物取引業,0.01%,TOPIX Small 1,
20211130,東洋証,8614,証券、商品先物取引業,0.00%,TOPIX Small 2,
20211130,東海東京,8616,証券、商品先物取引業,0.02%,TOPIX Small 1,
20211130,光世証,8617,証券、商品先物取引業,0.00%,TOPIX Small 2,
20211130,水戸証,8622,証券、商品先物取引業,0.00%,TOPIX Small 2,
20211130,いちよし,8624,証券、商品先物取引業,0.00%,TOPIX Small 2,
20211130,松井証,8628,証券、商品先物取引業,0.01%,TOPIX Small 1,
20211130,ＳＯＭＰＯＨＤ,8630,保険業,0.31%,TOPIX Large70,
20211130,ＪＰＸ,8697,その他金融業,0.23%,TOPIX Large70,
20211130,マネックスＧ,8698,証券、商品先物取引業,0.03%,TOPIX Small 1,
20211130,極東証券,8706,証券、商品先物取引業,0.00%,TOPIX Small 2,
20211130,岩井コスモ,8707,証券、商品先物取引業,0.00%,TOPIX Small 1,
20211130,アイザワ証Ｇ,8708,証券、商品先物取引業,0.01%,TOPIX Small 2,
20211130,フィデアＨＤ,8713,銀行業,0.00%,TOPIX Small 2,
20211130,池田泉州,8714,銀行業,0.01%,TOPIX Small 1,
20211130,アニコム　ＨＤ,8715,保険業,0.01%,TOPIX Small 1,
20211130,ＭＳ＆ＡＤ,8725,保険業,0.28%,TOPIX Large70,
20211130,マネパＧ,8732,証券、商品先物取引業,0.00%,TOPIX Small 2,
20211130,スパークス,8739,証券、商品先物取引業,0.01%,TOPIX Small 1,
20211130,小林洋行,8742,証券、商品先物取引業,0.00%,TOPIX Small 2,
20211130,第一生命ＨＤ,8750,保険業,0.42%,TOPIX Large70,
20211130,東京海上,8766,保険業,0.70%,TOPIX Core30,
20211130,ＡＲＭ,8769,サービス業,0.00%,TOPIX Small 2,
20211130,Ｅギャランティ,8771,その他金融業,0.01%,TOPIX Small 1,
20211130,アサックス,8772,その他金融業,0.00%,TOPIX Small 2,
20211130,ＮＥＣキャピ,8793,その他金融業,0.00%,TOPIX Small 2,
20211130,Ｔ＆ＤＨＤ,8795,保険業,0.13%,TOPIX Mid400,
20211130,アドバンスクリエイト,8798,保険業,0.00%,TOPIX Small 2,○
20211130,三井不,8801,不動産業,0.40%,TOPIX Large70,
20211130,三菱地所,8802,不動産業,0.38%,TOPIX Large70,
20211130,平和不,8803,不動産業,0.02%,TOPIX Small 1,
20211130,東建物,8804,不動産業,0.06%,TOPIX Mid400,
20211130,ダイビル,8806,不動産業,0.01%,TOPIX Small 1,
20211130,京阪神ビ,8818,不動産業,0.01%,TOPIX Small 1,○
20211130,住友不,8830,不動産業,0.28%,TOPIX Large70,
20211130,太平洋発,8835,卸売業,0.00%,TOPIX Small 2,
20211130,テーオーシー,8841,不動産業,0.00%,TOPIX Small 2,
20211130,楽天地,8842,不動産業,0.00%,TOPIX Small 2,
20211130,レオパレス２１,8848,不動産業,0.01%,TOPIX Small 1,
20211130,スターツ,8850,不動産業,0.01%,TOPIX Small 1,
20211130,フジ住宅,8860,不動産業,0.00%,TOPIX Small 2,
20211130,空港施設,8864,不動産業,0.00%,TOPIX Small 2,
20211130,明和地所,8869,不動産業,0.00%,TOPIX Small 2,
20211130,ゴールドクレ,8871,不動産業,0.00%,TOPIX Small 1,
20211130,リログループ,8876,サービス業,0.04%,TOPIX Mid400,
20211130,エスリード,8877,不動産業,0.00%,TOPIX Small 2,
20211130,日神グループＨＤ,8881,不動産業,0.00%,TOPIX Small 2,
20211130,日本エスコン,8892,不動産業,0.01%,TOPIX Small 1,
20211130,タカラレーベン,8897,不動産業,0.00%,TOPIX Small 1,
20211130,ＡＶＡＮＴＩＡ,8904,不動産業,0.00%,TOPIX Small 2,
20211130,イオンモール,8905,不動産業,0.03%,TOPIX Mid400,
20211130,毎日コムネット,8908,不動産業,0.00%,TOPIX Small 2,
20211130,ファースト住建,8917,不動産業,0.00%,TOPIX Small 2,
20211130,ランド,8918,不動産業,0.00%,TOPIX Small 2,
20211130,カチタス,8919,不動産業,0.04%,TOPIX Small 1,
20211130,東祥,8920,サービス業,0.00%,TOPIX Small 2,
20211130,トーセイ,8923,不動産業,0.01%,TOPIX Small 1,
20211130,穴吹興産,8928,不動産業,0.00%,TOPIX Small 2,
20211130,サンフロンティア,8934,不動産業,0.00%,TOPIX Small 1,
20211130,ＦＪネクストＨＤ,8935,不動産業,0.00%,TOPIX Small 2,
20211130,インテリックス,8940,不動産業,0.00%,TOPIX Small 2,
20211130,ランビジネス,8944,不動産業,0.00%,TOPIX Small 2,
20211130,サンネクスタグループ,8945,不動産業,0.00%,TOPIX Small 2,
20211130,グランディ,8999,不動産業,0.00%,TOPIX Small 2,
20211130,東武,9001,陸運業,0.09%,TOPIX Mid400,
20211130,相鉄ＨＤ,9003,陸運業,0.02%,TOPIX Mid400,○
20211130,東急,9005,陸運業,0.15%,TOPIX Mid400,
20211130,京急,9006,陸運業,0.05%,TOPIX Mid400,
20211130,小田急,9007,陸運業,0.12%,TOPIX Mid400,
20211130,京王,9008,陸運業,0.10%,TOPIX Mid400,
20211130,京成,9009,陸運業,0.08%,TOPIX Mid400,
20211130,富士急,9010,陸運業,0.02%,TOPIX Small 1,
20211130,新京成,9014,陸運業,0.00%,TOPIX Small 2,○
20211130,ＪＲ東,9020,陸運業,0.47%,TOPIX Large70,
20211130,ＪＲ西,9021,陸運業,0.22%,TOPIX Large70,
20211130,ＪＲ東海,9022,陸運業,0.49%,TOPIX Large70,
20211130,西武ホールディングス,9024,陸運業,0.05%,TOPIX Mid400,
20211130,鴻池運輸,9025,陸運業,0.01%,TOPIX Small 2,
20211130,西鉄,9031,陸運業,0.03%,TOPIX Mid400,○
20211130,ハマキョウ,9037,陸運業,0.01%,TOPIX Small 1,
20211130,サカイ引越,9039,陸運業,0.01%,TOPIX Small 1,
20211130,近鉄ＧＨＤ,9041,陸運業,0.12%,TOPIX Mid400,
20211130,阪急阪神,9042,陸運業,0.15%,TOPIX Mid400,
20211130,南海電鉄,9044,陸運業,0.03%,TOPIX Mid400,○
20211130,京阪ＨＤ,9045,陸運業,0.04%,TOPIX Mid400,○
20211130,神戸電鉄,9046,陸運業,0.00%,TOPIX Small 2,○
20211130,名鉄,9048,陸運業,0.05%,TOPIX Mid400,○
20211130,山陽電鉄,9052,陸運業,0.01%,TOPIX Small 2,○
20211130,アルプス物,9055,陸運業,0.00%,TOPIX Small 2,○
20211130,トランコム,9058,倉庫・運輸関連業,0.01%,TOPIX Small 2,○
20211130,日通,9062,陸運業,0.08%,TOPIX Mid400,
20211130,ヤマトＨＤ,9064,陸運業,0.13%,TOPIX Mid400,
20211130,山九,9065,陸運業,0.04%,TOPIX Mid400,
20211130,日新,9066,倉庫・運輸関連業,0.00%,TOPIX Small 2,
20211130,丸運,9067,陸運業,0.00%,TOPIX Small 2,
20211130,丸全運,9068,陸運業,0.01%,TOPIX Small 2,
20211130,センコーグループＨＤ,9069,陸運業,0.02%,TOPIX Small 1,
20211130,トナミＨＤ,9070,陸運業,0.00%,TOPIX Small 2,○
20211130,ニッコンＨＤ,9072,陸運業,0.02%,TOPIX Mid400,
20211130,日石輸,9074,陸運業,0.00%,TOPIX Small 2,
20211130,福山運,9075,陸運業,0.02%,TOPIX Small 1,
20211130,セイノーＨＤ,9076,陸運業,0.03%,TOPIX Mid400,
20211130,エスライン,9078,陸運業,0.00%,TOPIX Small 2,○
20211130,神奈中交,9081,陸運業,0.00%,TOPIX Small 2,○
20211130,日立物流,9086,陸運業,0.03%,TOPIX Mid400,
20211130,丸和運輸機関,9090,陸運業,0.01%,TOPIX Small 1,
20211130,Ｃ＆ＦロジＨＤ,9099,陸運業,0.01%,TOPIX Small 2,
20211130,郵船,9101,海運業,0.22%,TOPIX Mid400,
20211130,商船三井,9104,海運業,0.13%,TOPIX Mid400,
20211130,川崎船,9107,海運業,0.05%,TOPIX Mid400,
20211130,ユナイテド海,9110,海運業,0.01%,TOPIX Small 1,
20211130,明治海,9115,海運業,0.00%,TOPIX Small 2,
20211130,飯野海,9119,海運業,0.01%,TOPIX Small 1,
20211130,共栄タンカー,9130,海運業,0.00%,TOPIX Small 2,
20211130,ＪＲ九州,9142,陸運業,0.07%,TOPIX Mid400,
20211130,ＳＧホールディングス,9143,陸運業,0.17%,TOPIX Mid400,
20211130,ＪＡＬ,9201,空運業,0.17%,TOPIX Mid400,
20211130,ＡＮＡ,9202,空運業,0.20%,TOPIX Large70,
20211130,パスコ,9232,空運業,0.00%,TOPIX Small 2,
20211130,ＴＲＥＨＤ,9247,サービス業,0.01%,TOPIX Small 1,
20211130,人・夢・技術Ｇ,9248,サービス業,0.00%,TOPIX Small 2,
20211130,Ｗｉｓｍｅｔｔａｃ,9260,卸売業,0.00%,TOPIX Small 2,
20211130,シルバーライフ,9262,小売業,0.00%,TOPIX Small 2,
20211130,ヤマシタヘルスケア,9265,卸売業,0.00%,TOPIX Small 2,
20211130,ゲンキードラッグ,9267,小売業,0.01%,TOPIX Small 1,
20211130,コーア商事ＨＤ,9273,卸売業,0.00%,TOPIX Small 2,
20211130,国際紙パルプ商事,9274,卸売業,0.00%,TOPIX Small 2,
20211130,ナルミヤ,9275,小売業,0.00%,TOPIX Small 2,
20211130,ブックオフＧＨＤ,9278,小売業,0.00%,TOPIX Small 2,
20211130,ギフト,9279,小売業,0.00%,TOPIX Small 2,
20211130,三菱倉,9301,倉庫・運輸関連業,0.03%,TOPIX Mid400,
20211130,三井倉ＨＤ,9302,倉庫・運輸関連業,0.01%,TOPIX Small 1,
20211130,住友倉,9303,倉庫・運輸関連業,0.02%,TOPIX Small 1,
20211130,渋沢倉,9304,倉庫・運輸関連業,0.00%,TOPIX Small 2,
20211130,ヤマタネ,9305,卸売業,0.00%,TOPIX Small 2,
20211130,東陽倉,9306,倉庫・運輸関連業,0.00%,TOPIX Small 2,
20211130,乾汽船,9308,海運業,0.00%,TOPIX Small 2,
20211130,トランスシティ,9310,倉庫・運輸関連業,0.00%,TOPIX Small 2,
20211130,ケイヒン,9312,倉庫・運輸関連業,0.00%,TOPIX Small 2,
20211130,中央倉庫,9319,倉庫・運輸関連業,0.00%,TOPIX Small 2,○
20211130,川西倉庫,9322,倉庫・運輸関連業,0.00%,TOPIX Small 2,○
20211130,安田倉,9324,倉庫・運輸関連業,0.00%,TOPIX Small 2,○
20211130,ファイズＨＤ,9325,倉庫・運輸関連業,0.00%,TOPIX Small 2,
20211130,洋埠頭,9351,倉庫・運輸関連業,0.00%,TOPIX Small 2,
20211130,宇徳,9358,倉庫・運輸関連業,0.00%,TOPIX Small 2,
20211130,上組,9364,倉庫・運輸関連業,0.04%,TOPIX Mid400,
20211130,サンリツ,9366,倉庫・運輸関連業,0.00%,TOPIX Small 2,
20211130,キムラユニティー,9368,倉庫・運輸関連業,0.00%,TOPIX Small 2,○
20211130,キユソ流通,9369,倉庫・運輸関連業,0.00%,TOPIX Small 2,
20211130,近鉄エクス,9375,倉庫・運輸関連業,0.02%,TOPIX Small 1,
20211130,東海運,9380,倉庫・運輸関連業,0.00%,TOPIX Small 2,
20211130,エーアイテイー,9381,倉庫・運輸関連業,0.00%,TOPIX Small 2,
20211130,内外トランスライン,9384,倉庫・運輸関連業,0.00%,TOPIX Small 2,
20211130,ショーエイコーポ,9385,化学,0.00%,TOPIX Small 2,
20211130,日本コンセプト,9386,倉庫・運輸関連業,0.00%,TOPIX Small 2,
20211130,ＴＢＳＨＤ,9401,情報・通信業,0.04%,TOPIX Mid400,
20211130,日テレＨＤ,9404,情報・通信業,0.04%,TOPIX Mid400,
20211130,朝日放送グループＨＤ,9405,情報・通信業,0.00%,TOPIX Small 2,○
20211130,テレビ朝日ＨＤ,9409,情報・通信業,0.01%,TOPIX Mid400,
20211130,スカパーＪ,9412,情報・通信業,0.01%,TOPIX Small 1,
20211130,テレ東ＨＤ,9413,情報・通信業,0.01%,TOPIX Small 2,
20211130,日本ＢＳ放送,9414,情報・通信業,0.00%,TOPIX Small 2,
20211130,ビジョン,9416,情報・通信業,0.01%,TOPIX Small 1,
20211130,スマートバリュー,9417,情報・通信業,0.00%,TOPIX Small 2,
20211130,ＵＳＥＮ　ＮＥＸＴ,9418,情報・通信業,0.01%,TOPIX Small 1,
20211130,ワイヤレスゲート,9419,情報・通信業,0.00%,TOPIX Small 2,
20211130,コネクシオ,9422,情報・通信業,0.00%,TOPIX Small 2,
20211130,日本通信,9424,情報・通信業,0.01%,TOPIX Small 1,
20211130,クロップス,9428,情報・通信業,0.00%,TOPIX Small 2,
20211130,ＮＴＴ,9432,情報・通信業,1.36%,TOPIX Core30,
20211130,ＫＤＤＩ,9433,情報・通信業,0.89%,TOPIX Core30,
20211130,ソフトバンク,9434,情報・通信業,1%,TOPIX Large70,
20211130,光通信,9435,情報・通信業,0.07%,TOPIX Mid400,
20211130,エムティーアイ,9438,情報・通信業,0.00%,TOPIX Small 2,
20211130,ＧＭＯ,9449,情報・通信業,0.04%,TOPIX Mid400,
20211130,ファイバーゲート,9450,情報・通信業,0.00%,TOPIX Small 2,
20211130,アイドマＭＣ,9466,情報・通信業,0.00%,TOPIX Small 2,
20211130,ＫＡＤＯＫＡＷＡ,9468,情報・通信業,0.07%,TOPIX Mid400,
20211130,学研ＨＤ,9470,情報・通信業,0.01%,TOPIX Small 1,
20211130,ゼンリン,9474,情報・通信業,0.01%,TOPIX Small 1,
20211130,昭文社ＨＤ,9475,情報・通信業,0.00%,TOPIX Small 2,
20211130,インプレス,9479,情報・通信業,0.00%,TOPIX Small 2,
20211130,東電力ＨＤ,9501,電気・ガス業,0.09%,TOPIX Mid400,
20211130,中部電力,9502,電気・ガス業,0.13%,TOPIX Mid400,
20211130,関西電力,9503,電気・ガス業,0.15%,TOPIX Mid400,
20211130,中国電力,9504,電気・ガス業,0.05%,TOPIX Mid400,
20211130,北陸電力,9505,電気・ガス業,0.02%,TOPIX Mid400,
20211130,東北電力,9506,電気・ガス業,0.07%,TOPIX Mid400,
20211130,四国電力,9507,電気・ガス業,0.03%,TOPIX Mid400,
20211130,九州電力,9508,電気・ガス業,0.06%,TOPIX Mid400,
20211130,北海電力,9509,電気・ガス業,0.02%,TOPIX Mid400,
20211130,沖縄電力,9511,電気・ガス業,0.01%,TOPIX Small 1,
20211130,Ｊパワー,9513,電気・ガス業,0.05%,TOPIX Mid400,
20211130,ＥＦ－ＯＮ,9514,電気・ガス業,0.00%,TOPIX Small 2,
20211130,イーレックス,9517,電気・ガス業,0.01%,TOPIX Small 1,
20211130,レノバ,9519,電気・ガス業,0.04%,TOPIX Small 1,
20211130,東瓦斯,9531,電気・ガス業,0.14%,TOPIX Mid400,
20211130,大瓦斯,9532,電気・ガス業,0.13%,TOPIX Mid400,
20211130,東邦瓦斯,9533,電気・ガス業,0.06%,TOPIX Mid400,
20211130,北海瓦斯,9534,電気・ガス業,0.00%,TOPIX Small 2,○
20211130,広島ガス,9535,電気・ガス業,0.00%,TOPIX Small 2,○
20211130,西部ガスＨＤ,9536,電気・ガス業,0.01%,TOPIX Small 2,○
20211130,静岡ガス,9543,電気・ガス業,0.01%,TOPIX Small 2,
20211130,メタウォーター,9551,電気・ガス業,0.01%,TOPIX Small 1,
20211130,アイネット,9600,情報・通信業,0.00%,TOPIX Small 2,
20211130,松竹,9601,情報・通信業,0.03%,TOPIX Mid400,
20211130,東宝,9602,情報・通信業,0.11%,TOPIX Mid400,
20211130,Ｈ．Ｉ．Ｓ．,9603,サービス業,0.02%,TOPIX Small 1,
20211130,東映,9605,情報・通信業,0.02%,TOPIX Small 1,
20211130,ラックランド,9612,サービス業,0.00%,TOPIX Small 2,○
20211130,ＮＴＴデータ,9613,情報・通信業,0.24%,TOPIX Mid400,
20211130,共立メンテ,9616,サービス業,0.03%,TOPIX Small 1,
20211130,イチネンＨＤ,9619,サービス業,0.00%,TOPIX Small 2,
20211130,建設技研,9621,サービス業,0.01%,TOPIX Small 2,
20211130,スペース,9622,サービス業,0.00%,TOPIX Small 2,○
20211130,アインＨＤ,9627,小売業,0.03%,TOPIX Mid400,
20211130,燦ＨＤ,9628,サービス業,0.00%,TOPIX Small 2,
20211130,ピーシーエー,9629,情報・通信業,0.00%,TOPIX Small 2,
20211130,スバル興,9632,サービス業,0.00%,TOPIX Small 2,
20211130,テアトル,9633,サービス業,0.00%,TOPIX Small 2,
20211130,タナベ経営,9644,サービス業,0.00%,TOPIX Small 2,○
20211130,ビジ太田昭和,9658,情報・通信業,0.00%,TOPIX Small 2,○
20211130,ナガワ,9663,サービス業,0.01%,TOPIX Small 2,○
20211130,都競馬,9672,サービス業,0.01%,TOPIX Small 1,
20211130,常磐興,9675,サービス業,0.00%,TOPIX Small 2,
20211130,カナモト,9678,サービス業,0.01%,TOPIX Small 1,
20211130,ＤＴＳ,9682,情報・通信業,0.02%,TOPIX Small 1,
20211130,スクエニＨＤ,9684,情報・通信業,0.10%,TOPIX Mid400,
20211130,シーイーシー,9692,情報・通信業,0.00%,TOPIX Small 1,
20211130,カプコン,9697,情報・通信業,0.10%,TOPIX Mid400,
20211130,西尾レントオール,9699,サービス業,0.01%,TOPIX Small 1,
20211130,アイエスビー,9702,情報・通信業,0.00%,TOPIX Small 2,
20211130,アゴーラＨＧ,9704,サービス業,0.00%,TOPIX Small 2,
20211130,日空ビル,9706,不動産業,0.07%,TOPIX Mid400,
20211130,トランスコスモス,9715,サービス業,0.01%,TOPIX Small 1,
20211130,乃村工芸,9716,サービス業,0.02%,TOPIX Small 1,
