日付,銘柄名,コード,業種,TOPIXに占める個別銘柄のウェイト,ニューインデックス区分,調整係数対象銘柄
20211130,極洋,1301,水産・農林業,0.01%,TOPIX Small 2,
20211130,日水,1332,水産・農林業,0.03%,TOPIX Mid400,
20211130,マルハニチロ,1333,水産・農林業,0.02%,TOPIX Mid400,
20211130,ホウスイ,1352,卸売業,0.00%,TOPIX Small 2,
20211130,雪国まいたけ,1375,水産・農林業,0.00%,TOPIX Small 1,
20211130,カネコ種苗,1376,水産・農林業,0.00%,TOPIX Small 2,○
20211130,サカタのタネ,1377,水産・農林業,0.02%,TOPIX Small 1,
20211130,ホクト,1379,水産・農林業,0.01%,TOPIX Small 1,
20211130,ホクリヨウ,1384,水産・農林業,0.00%,TOPIX Small 2,
20211130,ヒノキヤグループ,1413,建設業,0.00%,TOPIX Small 2,
20211130,ショーボンド,1414,建設業,0.04%,TOPIX Mid400,
20211130,ミライトＨＤ,1417,建設業,0.03%,TOPIX Mid400,
20211130,タマホーム,1419,建設業,0.01%,TOPIX Small 1,
20211130,サンヨーＨ,1420,建設業,0.00%,TOPIX Small 2,
20211130,日本アクア,1429,建設業,0.00%,TOPIX Small 2,
20211130,ファーストコーポ,1430,建設業,0.00%,TOPIX Small 2,
20211130,ベステラ,1433,建設業,0.00%,TOPIX Small 2,
20211130,Ｒｏｂｏｔ　Ｈｏｍｅ,1435,建設業,0.00%,TOPIX Small 2,
20211130,キャンディル,1446,建設業,0.00%,TOPIX Small 2,
20211130,スペースバリューＨＤ,1448,建設業,0.01%,TOPIX Small 2,
20211130,住石ＨＤ,1514,鉱業,0.00%,TOPIX Small 2,
20211130,日鉄鉱,1515,鉱業,0.01%,TOPIX Small 2,
20211130,三井松島ＨＤ,1518,鉱業,0.00%,TOPIX Small 2,
20211130,ＩＮＰＥＸ,1605,鉱業,0.19%,TOPIX Mid400,
20211130,石油資源,1662,鉱業,0.01%,TOPIX Small 1,
20211130,Ｋ＆Ｏエナジー,1663,鉱業,0.00%,TOPIX Small 2,
20211130,ダイセキＳ,1712,建設業,0.00%,TOPIX Small 2,
20211130,第一カッター,1716,建設業,0.00%,TOPIX Small 2,
20211130,明豊ファシリティ,1717,サービス業,0.00%,TOPIX Small 2,
20211130,安藤ハザマ,1719,建設業,0.02%,TOPIX Small 1,
20211130,東急建設,1720,建設業,0.01%,TOPIX Small 1,
20211130,コムシスＨＤ,1721,建設業,0.04%,TOPIX Mid400,
20211130,Ｂｒ．ＨＤ,1726,建設業,0.00%,TOPIX Small 2,
20211130,高松Ｇ,1762,建設業,0.01%,TOPIX Small 2,
20211130,東建コーポ,1766,建設業,0.01%,TOPIX Small 1,
20211130,ソネック,1768,建設業,0.00%,TOPIX Small 2,○
20211130,ヤマウラ,1780,建設業,0.00%,TOPIX Small 2,
20211130,オリエンタル白石,1786,建設業,0.00%,TOPIX Small 1,
20211130,大成建,1801,建設業,0.11%,TOPIX Mid400,
20211130,大林組,1802,建設業,0.10%,TOPIX Mid400,
20211130,清水建,1803,建設業,0.08%,TOPIX Mid400,
20211130,飛島建,1805,建設業,0.00%,TOPIX Small 2,
20211130,長谷工,1808,建設業,0.05%,TOPIX Mid400,
20211130,松井建,1810,建設業,0.00%,TOPIX Small 2,
20211130,銭高組,1811,建設業,0.00%,TOPIX Small 2,
20211130,鹿島,1812,建設業,0.11%,TOPIX Mid400,
20211130,不動テトラ,1813,建設業,0.00%,TOPIX Small 1,
20211130,大末建,1814,建設業,0.00%,TOPIX Small 2,
20211130,鉄建建設,1815,建設業,0.00%,TOPIX Small 2,
20211130,西松建,1820,建設業,0.02%,TOPIX Mid400,
20211130,三住建設,1821,建設業,0.01%,TOPIX Small 1,
20211130,大豊建,1822,建設業,0.01%,TOPIX Small 1,
20211130,佐田建,1826,建設業,0.00%,TOPIX Small 2,
20211130,ナカノフドー,1827,建設業,0.00%,TOPIX Small 2,
20211130,奥村組,1833,建設業,0.02%,TOPIX Small 1,
20211130,東鉄工,1835,建設業,0.01%,TOPIX Small 1,
20211130,イチケン,1847,建設業,0.00%,TOPIX Small 2,
20211130,富士ピー・エス,1848,建設業,0.00%,TOPIX Small 2,
20211130,浅沼組,1852,建設業,0.01%,TOPIX Small 1,
20211130,戸田建,1860,建設業,0.03%,TOPIX Mid400,
20211130,熊谷組,1861,建設業,0.02%,TOPIX Small 1,
20211130,北野建,1866,建設業,0.00%,TOPIX Small 2,
20211130,植木組,1867,建設業,0.00%,TOPIX Small 2,
20211130,矢作建,1870,建設業,0.00%,TOPIX Small 2,
20211130,ＰＳ三菱,1871,建設業,0.00%,TOPIX Small 2,
20211130,日本ハウスＨＤ,1873,建設業,0.00%,TOPIX Small 2,
20211130,大東建,1878,建設業,0.15%,TOPIX Mid400,
20211130,新日本建,1879,建設業,0.00%,TOPIX Small 2,
20211130,ＮＩＰＰＯ,1881,建設業,0.04%,TOPIX Small 1,
20211130,東亜道,1882,建設業,0.00%,TOPIX Small 2,
20211130,日道路,1884,建設業,0.01%,TOPIX Small 2,
20211130,東亜建,1885,建設業,0.01%,TOPIX Small 1,
20211130,日本国土開発,1887,建設業,0.01%,TOPIX Small 1,
20211130,若築建,1888,建設業,0.00%,TOPIX Small 2,
20211130,東洋建,1890,建設業,0.01%,TOPIX Small 1,
20211130,五洋建,1893,建設業,0.03%,TOPIX Mid400,
20211130,世紀東急,1898,建設業,0.00%,TOPIX Small 2,
20211130,福田組,1899,建設業,0.01%,TOPIX Small 2,
20211130,日本ドライケミカル,1909,機械,0.00%,TOPIX Small 2,
20211130,住友林,1911,建設業,0.07%,TOPIX Mid400,
20211130,日基礎,1914,建設業,0.00%,TOPIX Small 2,
20211130,巴,1921,建設業,0.00%,TOPIX Small 2,
20211130,大和ハウス,1925,建設業,0.36%,TOPIX Large70,
20211130,ライト工,1926,建設業,0.02%,TOPIX Small 1,
20211130,積水ハウス,1928,建設業,0.28%,TOPIX Large70,
20211130,日特建,1929,建設業,0.00%,TOPIX Small 2,
20211130,北陸電工,1930,建設業,0.00%,TOPIX Small 2,
20211130,ユアテック,1934,建設業,0.00%,TOPIX Small 2,
20211130,日リーテック,1938,建設業,0.00%,TOPIX Small 2,○
20211130,四電工,1939,建設業,0.00%,TOPIX Small 2,○
20211130,中電工,1941,建設業,0.01%,TOPIX Small 1,
20211130,関電工,1942,建設業,0.02%,TOPIX Small 1,
20211130,きんでん,1944,建設業,0.04%,TOPIX Mid400,
20211130,東京エネシス,1945,建設業,0.00%,TOPIX Small 2,
20211130,トーエネック,1946,建設業,0.00%,TOPIX Small 2,○
20211130,住友電設,1949,建設業,0.01%,TOPIX Small 2,
20211130,日本電設,1950,建設業,0.01%,TOPIX Small 1,
20211130,エクシオグループ,1951,建設業,0.04%,TOPIX Mid400,
20211130,新日空調,1952,建設業,0.01%,TOPIX Small 2,
20211130,日工営,1954,サービス業,0.01%,TOPIX Small 2,
20211130,九電工,1959,建設業,0.03%,TOPIX Mid400,
20211130,三機工,1961,建設業,0.01%,TOPIX Small 1,
20211130,日揮ＨＤ,1963,建設業,0.04%,TOPIX Mid400,
20211130,中外炉,1964,建設業,0.00%,TOPIX Small 2,
20211130,ヤマト,1967,建設業,0.00%,TOPIX Small 2,
20211130,太平電,1968,建設業,0.01%,TOPIX Small 2,
20211130,高砂熱,1969,建設業,0.02%,TOPIX Small 1,
20211130,三晃金,1972,建設業,0.00%,TOPIX Small 2,
20211130,ＮＥＳＩＣ,1973,情報・通信業,0.02%,TOPIX Small 1,
20211130,朝日工,1975,建設業,0.00%,TOPIX Small 2,
20211130,明星工業,1976,建設業,0.01%,TOPIX Small 2,
20211130,大気社,1979,建設業,0.02%,TOPIX Small 1,
20211130,ダイダン,1980,建設業,0.01%,TOPIX Small 2,○
20211130,日比谷設,1982,建設業,0.01%,TOPIX Small 2,
20211130,ニップン,2001,食料品,0.02%,TOPIX Small 1,
20211130,日清粉Ｇ,2002,食料品,0.07%,TOPIX Mid400,
20211130,日東富士,2003,食料品,0.00%,TOPIX Small 2,
20211130,昭和産,2004,食料品,0.01%,TOPIX Small 2,○
20211130,鳥越粉,2009,食料品,0.00%,TOPIX Small 2,
20211130,中部飼料,2053,食料品,0.00%,TOPIX Small 2,
20211130,フィード・ワン,2060,食料品,0.00%,TOPIX Small 2,
20211130,洋糖,2107,食料品,0.00%,TOPIX Small 2,
20211130,甜菜糖,2108,食料品,0.00%,TOPIX Small 2,
20211130,ＤＭ三井製糖ＨＤ,2109,食料品,0.01%,TOPIX Small 2,
20211130,塩水糖,2112,食料品,0.00%,TOPIX Small 2,
20211130,日新製糖,2117,食料品,0.00%,TOPIX Small 2,○
20211130,ＬＩＦＵＬＬ,2120,サービス業,0.00%,TOPIX Small 2,
20211130,ミクシィ,2121,サービス業,0.02%,TOPIX Small 1,
20211130,ＪＡＣ,2124,サービス業,0.01%,TOPIX Small 1,
20211130,日本Ｍ＆Ａ,2127,サービス業,0.20%,TOPIX Mid400,
20211130,メンバーズ,2130,サービス業,0.00%,TOPIX Small 2,
20211130,中広,2139,サービス業,0.00%,TOPIX Small 2,
20211130,ＵＴグループ,2146,サービス業,0.02%,TOPIX Small 1,
20211130,ＩＴＭ,2148,サービス業,0.00%,TOPIX Small 2,
20211130,イージェイＨＤ,2153,サービス業,0.00%,TOPIX Small 2,
20211130,夢真ビーネックスＧ,2154,サービス業,0.02%,TOPIX Small 1,
20211130,コシダカＨＤ,2157,サービス業,0.01%,TOPIX Small 1,
20211130,アルトナー,2163,サービス業,0.00%,TOPIX Small 2,
20211130,パソナグループ,2168,サービス業,0.01%,TOPIX Small 1,
20211130,ＣＤＳ,2169,サービス業,0.00%,TOPIX Small 2,
20211130,ＬＩＮＫ＆Ｍ,2170,サービス業,0.01%,TOPIX Small 1,
20211130,ＳＭＳ,2175,サービス業,0.05%,TOPIX Mid400,
20211130,サニーサイドアップ,2180,サービス業,0.00%,TOPIX Small 2,
20211130,パーソルＨＤ,2181,サービス業,0.12%,TOPIX Mid400,
20211130,リニカル,2183,サービス業,0.00%,TOPIX Small 2,
20211130,ＣＯＯＫＰＡＤ,2193,サービス業,0.00%,TOPIX Small 2,
20211130,エスクリ,2196,サービス業,0.00%,TOPIX Small 2,
20211130,アイ・ケイ・ケイＨＤ,2198,サービス業,0.00%,TOPIX Small 2,
20211130,森永菓,2201,食料品,0.03%,TOPIX Mid400,
20211130,中村屋,2204,食料品,0.00%,TOPIX Small 2,
20211130,グリコ,2206,食料品,0.04%,TOPIX Mid400,
20211130,名糖産,2207,食料品,0.00%,TOPIX Small 2,○
20211130,井村屋Ｇ,2209,食料品,0.00%,TOPIX Small 2,
20211130,不二家,2211,食料品,0.00%,TOPIX Small 2,
20211130,山崎パン,2212,食料品,0.04%,TOPIX Mid400,
20211130,第一パン,2215,食料品,0.00%,TOPIX Small 2,
20211130,モロゾフ,2217,食料品,0.00%,TOPIX Small 2,
20211130,亀田菓,2220,食料品,0.01%,TOPIX Small 2,○
20211130,寿スピリッツ,2222,食料品,0.02%,TOPIX Small 1,
20211130,カルビー,2229,食料品,0.04%,TOPIX Mid400,
20211130,森永乳,2264,食料品,0.04%,TOPIX Mid400,
20211130,六甲バター,2266,食料品,0.00%,TOPIX Small 2,
20211130,ヤクルト,2267,食料品,0.16%,TOPIX Mid400,
20211130,明治ＨＤ,2269,食料品,0.17%,TOPIX Mid400,
20211130,雪印メグ,2270,食料品,0.02%,TOPIX Mid400,
20211130,プリマハム,2281,食料品,0.01%,TOPIX Small 1,
20211130,日ハム,2282,食料品,0.06%,TOPIX Mid400,
20211130,林兼産,2286,食料品,0.00%,TOPIX Small 2,
20211130,丸大食,2288,食料品,0.01%,TOPIX Small 2,
20211130,Ｓ　ＦＯＯＤＳ,2292,食料品,0.01%,TOPIX Small 1,
20211130,柿安本店,2294,食料品,0.00%,TOPIX Small 2,○
20211130,伊藤ハム米久ＨＤ,2296,食料品,0.02%,TOPIX Small 1,
20211130,学情,2301,サービス業,0.00%,TOPIX Small 2,
20211130,スタジオアリス,2305,サービス業,0.00%,TOPIX Small 2,
20211130,クロスキャット,2307,情報・通信業,0.00%,TOPIX Small 2,
20211130,シミックＨＤ,2309,サービス業,0.00%,TOPIX Small 2,
20211130,エプコ,2311,サービス業,0.00%,TOPIX Small 2,
20211130,システナ,2317,情報・通信業,0.03%,TOPIX Small 1,
20211130,ＮＪＳ,2325,サービス業,0.00%,TOPIX Small 2,○
20211130,デジアーツ,2326,情報・通信業,0.02%,TOPIX Small 1,
20211130,ＮＳＳＯＬ,2327,情報・通信業,0.02%,TOPIX Small 1,
20211130,ＡＬＳＯＫ,2331,サービス業,0.07%,TOPIX Mid400,
20211130,キューブシステム,2335,情報・通信業,0.00%,TOPIX Small 2,
20211130,いちご,2337,不動産業,0.01%,TOPIX Small 1,
20211130,ワオワールド,2352,情報・通信業,0.00%,TOPIX Small 2,
20211130,日駐,2353,不動産業,0.01%,TOPIX Small 1,
20211130,コア,2359,情報・通信業,0.00%,TOPIX Small 2,
20211130,カカクコム,2371,サービス業,0.08%,TOPIX Mid400,
20211130,アイロムＧ,2372,サービス業,0.00%,TOPIX Small 2,
20211130,セントケアＨＤ,2374,サービス業,0.00%,TOPIX Small 2,
20211130,サイネックス,2376,サービス業,0.00%,TOPIX Small 2,
20211130,ルネサンス,2378,サービス業,0.00%,TOPIX Small 2,
20211130,ディップ,2379,サービス業,0.03%,TOPIX Small 1,
20211130,ＳＢＳＨＤ,2384,陸運業,0.01%,TOPIX Small 1,
20211130,デジタルＨＤ,2389,サービス業,0.00%,TOPIX Small 2,
20211130,新日科学,2395,サービス業,0.01%,TOPIX Small 2,
20211130,キャリアＤＣ,2410,サービス業,0.00%,TOPIX Small 2,
20211130,ベネ・ワン,2412,サービス業,0.07%,TOPIX Mid400,
20211130,エムスリー,2413,サービス業,0.39%,TOPIX Large70,
20211130,ツカダグローバルＨＤ,2418,サービス業,0.00%,TOPIX Small 2,
20211130,ブラス,2424,サービス業,0.00%,TOPIX Small 2,
20211130,アウトソシング,2427,サービス業,0.03%,TOPIX Mid400,
20211130,ウェルネット,2428,サービス業,0.00%,TOPIX Small 2,
20211130,ワールドＨＤ,2429,サービス業,0.00%,TOPIX Small 2,
20211130,ディーエヌエー,2432,サービス業,0.02%,TOPIX Mid400,
20211130,博報堂ＤＹ,2433,サービス業,0.09%,TOPIX Mid400,
20211130,ぐるなび,2440,サービス業,0.00%,TOPIX Small 2,
20211130,タカミヤ,2445,サービス業,0.00%,TOPIX Small 2,
20211130,ＪＢＲ,2453,サービス業,0.00%,TOPIX Small 2,
20211130,ファンコミ,2461,サービス業,0.00%,TOPIX Small 2,
20211130,ライク,2462,サービス業,0.00%,TOPIX Small 2,
20211130,ＢＢＴ,2464,サービス業,0.00%,TOPIX Small 2,
20211130,エスプール,2471,サービス業,0.01%,TOPIX Small 1,
20211130,ＷＤＢ,2475,サービス業,0.01%,TOPIX Small 2,
20211130,手間いらず,2477,サービス業,0.00%,TOPIX Small 2,
20211130,ティア,2485,サービス業,0.00%,TOPIX Small 2,
20211130,ＣＤＧ,2487,サービス業,0.00%,TOPIX Small 2,○
20211130,ＡＤＷＡＹＳ,2489,サービス業,0.00%,TOPIX Small 2,
20211130,Ｖコマース,2491,サービス業,0.01%,TOPIX Small 1,
20211130,インフォマート,2492,サービス業,0.04%,TOPIX Mid400,
20211130,サッポロＨＤ,2501,食料品,0.03%,TOPIX Mid400,
20211130,アサヒ,2502,食料品,0.37%,TOPIX Large70,
20211130,キリンＨＤ,2503,食料品,0.25%,TOPIX Large70,
20211130,宝ＨＬＤ,2531,食料品,0.03%,TOPIX Mid400,
20211130,オエノンＨＤ,2533,食料品,0.00%,TOPIX Small 2,
20211130,養命酒,2540,食料品,0.00%,TOPIX Small 2,○
20211130,コカ・コーラＢＪＨ,2579,食料品,0.03%,TOPIX Mid400,
20211130,サントリーＢＦ,2587,食料品,0.10%,TOPIX Mid400,
20211130,ＤｙＤｏ,2590,食料品,0.01%,TOPIX Small 1,
20211130,伊藤園,2593,食料品,0.08%,TOPIX Mid400,
20211130,キーコーヒー,2594,食料品,0.01%,TOPIX Small 2,
20211130,ユニカフェ,2597,食料品,0.00%,TOPIX Small 2,
20211130,ジャパンＦ,2599,食料品,0.00%,TOPIX Small 2,
20211130,日清オイリオ,2602,食料品,0.01%,TOPIX Small 1,
20211130,不二製油Ｇ,2607,食料品,0.02%,TOPIX Mid400,
20211130,かどや製油,2612,食料品,0.00%,TOPIX Small 2,○
20211130,Ｊオイル,2613,食料品,0.01%,TOPIX Small 2,
20211130,ローソン,2651,小売業,0.05%,TOPIX Mid400,
20211130,サンエー,2659,小売業,0.01%,TOPIX Small 1,○
20211130,カワチ薬品,2664,小売業,0.01%,TOPIX Small 1,
20211130,ＡＢＣマート,2670,小売業,0.03%,TOPIX Mid400,
20211130,ハードオフ,2674,小売業,0.00%,TOPIX Small 2,
20211130,高千穂交,2676,卸売業,0.00%,TOPIX Small 2,
20211130,アスクル,2678,小売業,0.01%,TOPIX Small 1,
20211130,ゲオＨＤ,2681,小売業,0.01%,TOPIX Small 1,
20211130,アダストリア,2685,小売業,0.01%,TOPIX Small 1,
20211130,ジーフット,2686,小売業,0.00%,TOPIX Small 2,○
20211130,ＣＶＳベイ,2687,小売業,0.00%,TOPIX Small 2,
20211130,オルバヘルスケアＨＤ,2689,卸売業,0.00%,TOPIX Small 2,○
20211130,伊藤忠食,2692,卸売業,0.00%,TOPIX Small 2,
20211130,くら寿司,2695,小売業,0.01%,TOPIX Small 1,
20211130,キャンドゥ,2698,小売業,0.00%,TOPIX Small 2,
20211130,エレマテック,2715,卸売業,0.00%,TOPIX Small 2,
20211130,アイケイ,2722,小売業,0.00%,TOPIX Small 2,
20211130,パルグループＨＤ,2726,小売業,0.01%,TOPIX Small 1,
20211130,ＪＡＬＵＸ,2729,卸売業,0.00%,TOPIX Small 2,
20211130,エディオン,2730,小売業,0.02%,TOPIX Small 1,
20211130,あらた,2733,卸売業,0.01%,TOPIX Small 1,
20211130,サーラ,2734,小売業,0.00%,TOPIX Small 2,○
20211130,ワッツ,2735,小売業,0.00%,TOPIX Small 2,
20211130,トーメンデバ,2737,卸売業,0.00%,TOPIX Small 2,
20211130,ハローズ,2742,小売業,0.00%,TOPIX Small 2,○
20211130,ＪＰＨＤ,2749,サービス業,0.00%,TOPIX Small 2,
20211130,フジオフードＧ本社,2752,小売業,0.00%,TOPIX Small 2,○
20211130,あみやき,2753,小売業,0.00%,TOPIX Small 2,
20211130,東エレデバ,2760,卸売業,0.01%,TOPIX Small 1,
20211130,ひらまつ,2764,小売業,0.00%,TOPIX Small 2,
20211130,フィールズ,2767,卸売業,0.00%,TOPIX Small 2,
20211130,双日,2768,卸売業,0.07%,TOPIX Mid400,
20211130,アルフレッサＨＤ,2784,卸売業,0.06%,TOPIX Mid400,
20211130,大黒天,2791,小売業,0.01%,TOPIX Small 1,
20211130,ハニーズＨＬＤ,2792,小売業,0.00%,TOPIX Small 2,
20211130,ファーマライズＨＤ,2796,小売業,0.00%,TOPIX Small 2,
20211130,キッコマン,2801,食料品,0.24%,TOPIX Mid400,
20211130,味の素,2802,食料品,0.29%,TOPIX Large70,
20211130,ブルドックソース,2804,食料品,0.00%,TOPIX Small 2,○
20211130,キユーピー,2809,食料品,0.05%,TOPIX Mid400,
20211130,ハウス食Ｇ,2810,食料品,0.04%,TOPIX Mid400,
20211130,カゴメ,2811,食料品,0.04%,TOPIX Mid400,
20211130,焼津水,2812,食料品,0.00%,TOPIX Small 2,
20211130,アリアケ,2815,食料品,0.02%,TOPIX Mid400,
20211130,ピエトロ,2818,食料品,0.00%,TOPIX Small 2,○
20211130,エバラ食品工業,2819,食料品,0.00%,TOPIX Small 2,○
20211130,やまみ,2820,食料品,0.00%,TOPIX Small 2,
20211130,ニチレイ,2871,食料品,0.05%,TOPIX Mid400,
20211130,ヨコレイ,2874,卸売業,0.01%,TOPIX Small 2,
20211130,東洋水産,2875,食料品,0.08%,TOPIX Mid400,
20211130,イートアンドＨＤ,2882,食料品,0.00%,TOPIX Small 2,
20211130,大冷,2883,食料品,0.00%,TOPIX Small 2,
20211130,ヨシムラ・Ｆ・ＨＤ,2884,食料品,0.00%,TOPIX Small 2,
20211130,日清食ＨＤ,2897,食料品,0.12%,TOPIX Mid400,
20211130,永谷園ＨＤ,2899,食料品,0.00%,TOPIX Small 2,○
20211130,一正蒲鉾,2904,食料品,0.00%,TOPIX Small 2,○
20211130,フジッコ,2908,食料品,0.01%,TOPIX Small 2,
20211130,ロックフィルド,2910,食料品,0.01%,TOPIX Small 1,
20211130,ＪＴ,2914,食料品,0.46%,TOPIX Large70,
20211130,ケンコーマヨ,2915,食料品,0.00%,TOPIX Small 2,
20211130,わらべや,2918,食料品,0.00%,TOPIX Small 1,
20211130,なとり,2922,食料品,0.00%,TOPIX Small 2,
20211130,イフジ産業,2924,食料品,0.00%,TOPIX Small 2,○
20211130,ピックルスコーポ,2925,食料品,0.00%,TOPIX Small 2,
20211130,ファーマフーズ,2929,食料品,0.01%,TOPIX Small 1,○
20211130,北の達人,2930,化学,0.00%,TOPIX Small 1,
20211130,ユーグレナ,2931,食料品,0.02%,TOPIX Small 1,
20211130,紀文食品,2933,食料品,0.00%,TOPIX Small 2,○
20211130,スター・マイカＨＤ,2975,不動産業,0.00%,TOPIX Small 2,
20211130,ＳＲＥＨＤ,2980,不動産業,0.01%,TOPIX Small 2,
20211130,ＡＤワークスグループ,2982,不動産業,0.00%,TOPIX Small 2,
20211130,片倉,3001,繊維製品,0.01%,TOPIX Small 2,
20211130,グンゼ,3002,繊維製品,0.01%,TOPIX Small 1,
20211130,ヒューリック,3003,不動産業,0.10%,TOPIX Mid400,
20211130,神栄,3004,卸売業,0.00%,TOPIX Small 2,
20211130,ラサ商事,3023,卸売業,0.00%,TOPIX Small 2,
20211130,アルペン,3028,小売業,0.01%,TOPIX Small 1,
20211130,ハブ,3030,小売業,0.00%,TOPIX Small 2,
20211130,ラクーンＨＤ,3031,情報・通信業,0.00%,TOPIX Small 1,
20211130,クオールＨＤ,3034,小売業,0.01%,TOPIX Small 1,
20211130,アルコニックス,3036,卸売業,0.00%,TOPIX Small 2,
20211130,神戸物産,3038,卸売業,0.12%,TOPIX Mid400,
20211130,ソリトンシステムズ,3040,情報・通信業,0.00%,TOPIX Small 2,
20211130,ＪＩＮＳＨＤ,3046,小売業,0.02%,TOPIX Small 1,
20211130,ビックカメラ,3048,小売業,0.02%,TOPIX Small 1,
20211130,ＤＣＭ,3050,小売業,0.02%,TOPIX Small 1,
20211130,ペッパー,3053,小売業,0.00%,TOPIX Small 2,
20211130,ハイパー,3054,卸売業,0.00%,TOPIX Small 2,
20211130,ＭＲＯ,3064,小売業,0.11%,TOPIX Mid400,
20211130,東京一番フーズ,3067,小売業,0.00%,TOPIX Small 2,
20211130,ＤＤホールディングス,3073,小売業,0.00%,TOPIX Small 2,
20211130,あいＨＤ,3076,卸売業,0%,TOPIX Small 1,
20211130,ＤＶｘ,3079,卸売業,0.00%,TOPIX Small 2,
20211130,きちりＨＤ,3082,小売業,0.00%,TOPIX Small 2,
20211130,ＡＬサービスＨＤ,3085,小売業,0.01%,TOPIX Small 1,
20211130,Ｊフロント,3086,小売業,0.04%,TOPIX Mid400,
20211130,ドトル日レス,3087,小売業,0.01%,TOPIX Small 1,
20211130,マツキヨココカラ,3088,小売業,0.10%,TOPIX Mid400,
20211130,ブロンコＢ,3091,小売業,0.00%,TOPIX Small 1,
20211130,ＺＯＺＯ,3092,小売業,0.09%,TOPIX Mid400,
20211130,トレファク,3093,小売業,0.00%,TOPIX Small 2,
20211130,物語コーポ,3097,小売業,0.01%,TOPIX Small 1,
20211130,ミツコシイセタン,3099,小売業,0.05%,TOPIX Mid400,
20211130,東洋紡,3101,繊維製品,0.02%,TOPIX Mid400,
20211130,ユニチカ,3103,繊維製品,0.00%,TOPIX Small 2,
20211130,富士紡ＨＤ,3104,繊維製品,0.01%,TOPIX Small 2,
20211130,日清紡ＨＤ,3105,電気機器,0.02%,TOPIX Mid400,
20211130,クラボウ,3106,繊維製品,0.01%,TOPIX Small 1,
20211130,ダイワボＨＤ,3107,卸売業,0.03%,TOPIX Mid400,
20211130,シキボウ,3109,繊維製品,0.00%,TOPIX Small 2,
20211130,日東紡,3110,ガラス・土石製品,0.02%,TOPIX Small 1,
20211130,トヨタ紡織,3116,輸送用機器,0.03%,TOPIX Mid400,
20211130,マクニカ富士エレＨＤ,3132,卸売業,0.02%,TOPIX Small 1,
20211130,Ｈａｍｅｅ,3134,小売業,0.00%,TOPIX Small 2,
20211130,マーケットエンター,3135,小売業,0.00%,TOPIX Small 2,○
20211130,ラクト・ジャパン,3139,卸売業,0.00%,TOPIX Small 2,
20211130,ウエルシアＨＤ,3141,小売業,0.08%,TOPIX Mid400,
20211130,クリエイトＳＤＨ,3148,小売業,0.02%,TOPIX Small 1,
20211130,グリムス,3150,卸売業,0.00%,TOPIX Small 2,
20211130,バイタルＫＳＫ,3151,卸売業,0.01%,TOPIX Small 2,○
20211130,八洲電機,3153,卸売業,0.00%,TOPIX Small 2,○
20211130,メディアスＨＤ,3154,卸売業,0.00%,TOPIX Small 2,○
20211130,レスターＨＤ,3156,卸売業,0.01%,TOPIX Small 1,
20211130,ジューテックＨＤ,3157,卸売業,0.00%,TOPIX Small 2,○
20211130,丸善ＣＨＩ,3159,小売業,0.00%,TOPIX Small 2,
20211130,大光,3160,卸売業,0.00%,TOPIX Small 2,
20211130,ＯＣＨＩ・ＨＤ,3166,卸売業,0.00%,TOPIX Small 2,○
20211130,ＴＯＫＡＩ　ＨＤ,3167,卸売業,0.01%,TOPIX Small 1,
20211130,黒谷,3168,卸売業,0.00%,TOPIX Small 2,
20211130,ミサワ,3169,小売業,0.00%,TOPIX Small 2,
20211130,ティーライフ,3172,小売業,0.00%,TOPIX Small 2,
20211130,Ｃｏｍｉｎｉｘ,3173,卸売業,0.00%,TOPIX Small 2,
20211130,ＡＰＨＤ,3175,小売業,0.00%,TOPIX Small 2,
20211130,三洋貿易,3176,卸売業,0.00%,TOPIX Small 2,
20211130,チムニー,3178,小売業,0.00%,TOPIX Small 2,
20211130,シュッピン,3179,小売業,0%,TOPIX Small 2,
20211130,ビューティガレージ,3180,卸売業,0.00%,TOPIX Small 2,
20211130,オイシックスラ大地,3182,小売業,0.02%,TOPIX Small 1,
20211130,ウイン・パートナーズ,3183,卸売業,0.00%,TOPIX Small 2,○
20211130,ネクステージ,3186,小売業,0.02%,TOPIX Small 1,
20211130,ジョイフル本田,3191,小売業,0.02%,TOPIX Small 1,
20211130,鳥貴族ＨＤ,3193,小売業,0.00%,TOPIX Small 2,
20211130,ホットランド,3196,小売業,0.00%,TOPIX Small 2,
20211130,すかいらーくＨＤ,3197,小売業,0.07%,TOPIX Mid400,
20211130,ＳＦＰＨＤ,3198,小売業,0.00%,TOPIX Small 2,
20211130,綿半ホールディングス,3199,小売業,0.00%,TOPIX Small 2,
20211130,ニッケ,3201,繊維製品,0.01%,TOPIX Small 1,
20211130,ダイトウボウ,3202,繊維製品,0.00%,TOPIX Small 2,
20211130,トーア紡,3204,繊維製品,0.00%,TOPIX Small 2,
20211130,ダイドー,3205,繊維製品,0.00%,TOPIX Small 2,
20211130,ヨシックスＨＤ,3221,小売業,0.00%,TOPIX Small 2,
20211130,Ｕ．Ｓ．Ｍ．Ｈ,3222,小売業,0.01%,TOPIX Small 1,
20211130,三栄建築,3228,不動産業,0.00%,TOPIX Small 2,
20211130,野村不ＨＤ,3231,不動産業,0.05%,TOPIX Mid400,
20211130,三重交通ＧＨＤ,3232,不動産業,0.00%,TOPIX Small 2,○
20211130,サムティ,3244,不動産業,0.01%,TOPIX Small 1,
