"SC","名称","市場","業種","時価総額(百万円)","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"3393","スターティアホールディングス","東証一部","卸売","10722","10240400","1.34","14","25.58","2.17","40.93","483.38","104700","100","20210712","2180","20210105","835"
"3395","サンマルクホールディングス","東証一部","小売","32344","22777370","3.1","44","-","0.96","-211.15","1477.12","142000","100","20210322","1880","20210106","1341"
"3396","フェリシモ","東証一部","小売","13679","10043500","0.37","5","12.5","0.51","108.95","2650.57","136200","100","20210708","1919","20210305","1216"
"3397","トリドールホールディングス","東証一部","小売","208929","87564752","-","-","76.38","4.55","31.24","524.4","238600","100","20211108","3050","20210108","1302"
"3399","丸千代山岡家","JQS","小売","4769","2504900","0.84","16","22.23","2.17","85.64","878","190400","100","20210104","1999","20210128","1792"
"3401","帝人","東証一部","繊維製品","271988","197953707","4","55","7.54","0.62","182.28","2218.25","137400","100","20210208","2076","20211201","1300"
"3402","東レ","東証一部","繊維製品","1087872","1631481403","2.4","16","11.48","0.82","58.1","815.57","66680","100","20210616","776","20210105","593"
"3405","クラレ","東証一部","化学","351315","354863603","4.04","40","9.73","0.63","101.75","1573.52","99000","100","20210325","1355","20211201","937"
"3407","旭化成","東証一部","化学","1482447","1393932032","3.2","34","7.95","0.95","133.69","1116.52","106350","100","20210319","1380","20210104","1034"
"3409","北日本紡績","東証二部","繊維製品","2593","17399894","0","0","465.62","2.18","0.32","68.49","14900","100","20210825","326","20211220","146"
"3415","TOKYO_BASE","東証一部","小売","27960","48457800","0","0","-","5.22","-","110.64","57700","100","20210318","840","20210122","444"
"3416","ピクスタ","東証マザ","小売","2665","2277540","0","0","64.39","3.43","18.17","341.19","117000","100","20211116","1275","20210819","1000"
"3417","大木ヘルスケアホールディングス","JQS","卸売","9977","14072100","-","-","-","0.44","-","1606.63","70900","100","20210209","1509","20211206","691"
"3418","バルニバービ","東証マザ","小売","9196","8741080","0.71","7.5","30.02","3.98","35.04","264.37","105200","100","20210621","1243","20210219","970"
"3419","アートグリーン","名証セント","卸売","1623","1136000","0","0","95.46","3.51","14.97","407.34","142900","100","20210930","1900","20210112","1126"
"3420","ケー・エフ・シー","東証二部","金属製品","13576","7378050","3.8","70","7.52","0.74","244.58","2477.02","184000","100","20210112","2236","20210526","1756"
"3421","稲葉製作所","東証一部","金属製品","23711","17922429","1.97","26","13.04","0.55","101.43","2407.1","132300","100","20210316","1589","20211130","1305"
"3422","丸順","東証二部","金属製品","9343","11857200","1.52","12","4.2","0.57","187.46","1378.26","78800","100","20210318","1208","20211220","785"
"3423","エスイー","JQS","金属製品","10565","31256600","3.25","11","9.02","1.09","37.49","311.17","33800","100","20211122","414","20210113","274"
"3426","アトムリビンテック","JQS","金属製品","6367","4105000","1.93","30","16.72","0.65","92.74","2402.87","155100","100","20210326","1690","20210208","1388"
"3431","宮地エンジニアリンググループ","東証一部","金属製品","22038","6919454","2.51","80","8.03","0.69","396.73","4597.71","318500","100","20211216","3345","20210519","2159"
"3433","トーカロ","東証一部","金属製品","90060","63200000","2.81","40","13.13","1.86","108.55","766.75","142500","100","20211122","1638","20211014","1214"
"3434","アルファ","東証一部","金属製品","11230","10200000","2.72","30","35.07","0.39","31.39","2792.66","110100","100","20210917","1309","20210105","982"
"3435","サンコーテクノ","東証二部","金属製品","7967","8745408","3.07","28","7.03","0.52","129.62","1736.16","91100","100","20210323","984","20210820","871"
"3436","SUMCO","東証一部","金属製品","779140","350175139","1.62","36","18","1.91","123.62","1165.08","222500","100","20210430","2954","20211005","2031"
"3437","特殊電極","JQS","金属製品","3717","1602000","1.55","36","10.02","0.61","231.49","3796.15","232000","100","20211001","2469","20210112","2080"
"3439","三ツ知","JQS","金属製品","6940","2652020","2.45","64","12.18","0.77","214.91","3388.04","261700","100","20211122","2960","20210304","2103"
"3440","日創プロニティ","東証二部","金属製品","4475","7360000","2.47","15","9.5","0.4","63.97","1501.73","60800","100","20210108","1350","20211201","576"
"3441","山王","JQS","金属製品","7425","5000000","0.67","10","25.39","1.34","58.49","1110.21","148500","100","20210106","2085","20210518","1164"
"3442","MIEコーポレーション","名証二部","金属製品","858","1209000","0","0","7.12","0.55","99.68","1296.7","71000","100","20210517","761","20210916","634"
"3443","川田テクノロジーズ","東証一部","金属製品","23693","5915870","2","80","8.74","0.34","458.03","11782.97","400500","100","20210322","5070","20210622","3400"
"3444","菊池製作所","JQS","金属製品","6675","12337700","1.85","10","-","1.05","-47.76","515.95","54100","100","20210216","992","20211220","535"
"3445","RSTechnologies","東証一部","金属製品","76405","12928100","0.34","20","24.65","2.93","239.8","2018.7","591000","100","20210405","7520","20211005","4970"
"3446","ジェイテックコーポレーション","東証一部","金属製品","10314","5857000","0","0","68.74","4.86","25.62","362.2","176100","100","20210127","4145","20211220","1761"
"3447","信和","東証一部","金属製品","11141","14103000","5.06","40","7.96","0.75","99.23","1051.81","79000","100","20210323","934","20210810","681"
"3449","テクノフレックス","東証二部","金属製品","22791","21360000","3.84","41","12.98","0.99","82.23","1073.05","106700","100","20211216","1135","20210820","911"
"3452","ビーロット","東証一部","不動産","10657","20032400","-","-","9.68","1.07","54.94","496.83","53200","100","20210318","772","20211201","495"
"3454","ファーストブラザーズ","東証一部","不動産","12827","14445000","3.04","27","4.73","0.63","187.76","1405.76","88800","100","20210712","1139","20210104","868"
"3457","ハウスドゥ","東証一部","不動産","17446","19558800","-","-","9.44","1.42","94.5","627.34","89200","100","20210120","1274","20211220","892"
"3458","シーアールイー","東証一部","不動産","48844","29965800","1.47","24","8.04","1.42","202.86","1151.94","163000","100","20210913","2729","20210305","1155"
"3461","パルマ","東証マザ","不動産","2921","6652812","0.91","4","35.18","1.34","12.48","327.72","43900","100","20210615","858","20211220","425"
"3464","プロパティエージェント","東証一部","不動産","12047","7301000","1.58","26","10.1","1.6","163.31","1032.28","165000","100","20210909","3475","20210120","1290"
"3465","ケイアイスター不動産","東証一部","不動産","127485","15856400","3.05","245","7.71","3.27","1042.34","2459.95","804000","100","20211119","9370","20210105","2437"
"3467","アグレ都市デザイン","東証一部","不動産","8463","5733600","3.59","53","8.45","2.34","174.62","630","147600","100","20211124","1958","20210105","646"
"3469","デュアルタップ","東証二部","不動産","1912","3432900","2.15","12","13.19","0.98","42.24","569.56","55700","100","20210623","697","20210226","514"
"3474","G-FACTORY","東証マザ","不動産","2778","6776500","0","0","-","2.06","-","198.56","41000","100","20210301","626","20210823","370"
"3475","グッドコムアセット","東証一部","不動産","15564","15229200","5.19","53","6.27","1.59","163.03","642.42","102200","100","20210317","1608","20211220","1016"
"3477","フォーライフ","東証マザ","不動産","2548","2000000","2.9","37","6.7","0.85","190.04","1499.79","127400","100","20211111","1441","20210104","1006"
"3479","ティーケーピー","東証マザ","不動産","56194","42187785","0","0","-","1.45","-98.34","919.66","133200","100","20210225","3150","20211220","1315"
"3480","ジェイ・エス・ビー","東証一部","不動産","30759","10747400","1.26","36","7.88","1.3","363.21","2205.14","286200","100","20210726","4370","20211130","2734"
"3482","ロードスターキャピタル","東証マザ","不動産","19385","21444000","3.54","32","4.31","1.45","209.97","625.46","90400","100","20210419","1275","20211201","856"
"3484","テンポイノベーション","東証一部","不動産","15023","17674400","-","-","25.4","5.04","33.47","168.78","85000","100","20211006","1030","20210105","818"
"3486","グローバル・リンク・マネジメント","東証一部","不動産","7498","7859840","3.67","35","-","1.61","-","592.76","95400","100","20211012","1114","20210120","703"
"3489","フェイスネットワーク","東証一部","不動産","6180","4980000","2.58","32","8.67","1.47","143.2","846.7","124100","100","20210208","1500","20210104","1051"
"3490","アズ企画設計","JQS","不動産","1337","951000","-","-","11.94","0.89","117.78","1573.19","140600","100","20210414","1671","20210921","1220"
"3491","GA_technologies","東証マザ","不動産","46190","35152375","-","-","-","2.47","-19.91","532.67","131400","100","20210104","3185","20210921","975"
"3494","マリオン","JQS","不動産","1617","1602200","0.99","10","17.55","0.41","57.49","2458.22","100900","100","20210421","1465","20211209","1002"
"3495","香陵住販","JQS","不動産","2597","1338700","3.61","70","5.94","0.71","326.45","2714.48","194000","100","20210402","2300","20210104","1600"
"3496","アズーム","東証マザ","不動産","18490","2958400","0.48","30","33.69","14.16","185.52","441.31","625000","100","20211117","8180","20210129","3345"
"3497","LeTech","東証マザ","不動産","2599","3162178","-","-","-","0.6","-474.46","1378.09","82200","100","20210609","1409","20211220","818"
"3498","霞ヶ関キャピタル","東証マザ","不動産","19972","6731240","0.67","20","19.76","4.09","150.17","725.59","296700","100","20211126","6490","20210115","1608"
"3501","住江織物","東証一部","繊維製品","11300","7682162","4.76","70","17.67","0.34","83.25","4316.05","147100","100","20210414","2300","20211214","1461"
"3504","丸八ホールディングス","名証二部","繊維製品","12434","16579060","4","30","9.48","0.25","79.11","2993.32","75000","100","20210318","865","20210105","741"
"3512","日本フエルト","東証一部","繊維製品","8750","19842089","2.95","13","20.45","0.49","21.56","898.12","44100","100","20210329","477","20210107","409"
"3513","イチカワ","東証一部","繊維製品","6770","4967151","4.4","60","12.73","0.34","107.06","4041.95","136300","100","20210518","1484","20210106","1254"
"3521","エコナックホールディングス","東証一部","サービス","3803","42728733","0","0","-","1.06","-","83.98","8900","100","20211117","105","20210513","84"
"3524","日東製網","東証一部","繊維製品","3647","2605000","3.57","50","8.07","0.61","173.52","2308.58","140000","100","20210406","1991","20211202","1362"
